PMID,row_type,gene_gold,gene_LLM,gene_match,induction_gold,induction_LLM,induction_match,outcome_gold,outcome_LLM,outcome_match,species_gold,species_LLM,species_match
17907189,TP,TNFRSF11B,TNFRSF11B,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
17907189,TP,TNFRSF11B,TNFRSF11B,yes,Surgical,Surgical,yes,Protective,Increased,no,Mouse,Mice,yes
17977753,TP,BMP7,BMP7,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rabbit,Rabbits,yes
18163498,TP,COL9A1,COL9A1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
18182309,TP,IL4,IL4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
19139395,TP,HMGB2,HMGB2,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
19170094,TP,BMP7,BMP7,yes,Exercise,Exercise,yes,Protective,Decreased,yes,Rat,Rats,yes
19180479,TP,CCN4,CCN4,yes,Surgical,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
19526482,FN,NFATC1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
19526482,FP,NONE,NFATC2,no,NONE,Ageing,no,NONE,Increased,no,NONE,Mice,no
19644873,TP,CTSK,CTSK,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Rabbit,Rabbits,yes
19915594,FN,GLI2,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
19915594,FN,PTCH1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
19915594,FN,SMO,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
19915594,FN,SMO,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
19950295,TP,MMP13,MMP13,yes,Ageing,Surgical,no,Protective,No Change,no,Mouse,Mice,yes
19950295,TP,MMP13,MMP13,yes,Surgical,Surgical,yes,Protective,No Change,no,Mouse,Mice,yes
20035055,FP,NONE,BGN,no,NONE,Ageing,no,NONE,Increased,no,NONE,Mice,no
20035055,FP,NONE,FMOD,no,NONE,,no,NONE,Increased,no,NONE,Mice,no
20360435,FN,COL9A1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
20479257,TP,SULF1,SULF1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
20479257,TP,SULF1,SULF1,yes,Surgical,Ageing,no,Detrimental,Increased,yes,Mouse,Mice,yes
20479257,TP,SULF2,SULF2,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
20479257,TP,SULF2,SULF2,yes,Surgical,Ageing,no,Detrimental,Increased,yes,Mouse,Mice,yes
20495569,TP,EPAS1,EPAS1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
20495569,TP,EPAS1,EPAS1,yes,Protease,Surgical,no,Protective,Decreased,yes,Mouse,Mice,yes
20495569,TP,EPAS1,EPAS1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
20495569,TP,EPAS1,EPAS1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
20733349,FN,FGF1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
20733349,FN,IGF1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
20733349,FN,IL1RN,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
20733349,FP,NONE,BFGF,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rabbits,no
20805298,TP,GDF5,GDF5,yes,Surgical,Protease,no,No effect,Increased,no,Mouse,Mice,yes
20805298,TP,GDF5,GDF5,yes,Protease,Protease,yes,Detrimental,Increased,yes,Mouse,Mice,yes
20805298,TP,GDF5,GDF5,yes,Exercise,Protease,no,Detrimental,Increased,yes,Mouse,Mice,yes
21216815,TP,MMP17,MMP17,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
21346391,TP,SPHK2,SPHK2,yes,MIA,MIA,yes,Protective,Decreased,yes,nan,Rats,no
21652695,TP,CYTL1,CYTL1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
21869830,TP,EPAS1,EPAS1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
21869830,TP,EPAS1,EPAS1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
21869830,FP,NONE,FAS,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
21968827,TP,CTSK,CTSK,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
22391889,FN,UGCG,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
22391889,FN,UGCG,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
22391889,FP,NONE,UGCGL,no,NONE,Ageing,no,NONE,Increased,no,NONE,Mice,no
22391889,FP,NONE,UGCGL,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
22674505,TP,SMAD3,SMAD3,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
23298463,TP,MMP13,MMP13,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
23298463,TP,MMP13,MMP13,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
23375622,TP,PPARG,PPARG,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
23666904,FN,HSP90AB1,MISSED,no,Exercise,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
23666904,FP,NONE,HSP90AA1,no,NONE,Exercise,no,NONE,Decreased,no,NONE,Rats,no
23723320,FN,TNFRSF11B,MISSED,no,MIA,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
23839930,TP,RBPJ,RBPJ,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
23839930,TP,RBPJ,RBPJ,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
23912900,TP,DDR1,DDR1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
23954517,TP,ADAMTS5,ADAMTS5,yes,Surgical,Ageing,no,Protective,Decreased,yes,Mouse,Mice,yes
24022118,TP,ANXA6,ANXA6,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
24056368,TP,SETDB1,SETDB1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24347567,FN,EPAS1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
24347567,TP,NAMPT,NAMPT,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24347567,TP,NAMPT,NAMPT,yes,Ageing,Surgical,no,Protective,Decreased,yes,Mouse,Mice,yes
24347567,TP,NAMPT,NAMPT,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
24550287,TP,ERRFI1,ERRFI1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24703622,TP,MYD88,MYD88,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
24703622,TP,TLR1,TLR1,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
24703622,TP,TLR2,TLR2,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
24703622,TP,TLR4,TLR4,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
24703622,TP,TLR6,TLR6,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
24795271,TP,DDIT3,DDIT3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
24834922,TP,PRG4,PRG4,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24848439,TP,MMP13,MMP13,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
25196583,FN,MIR-21,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
25196583,FN,MIR-21,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25366485,FN,MDK,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25549200,FN,DIO1,MISSED,no,Ageing,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25549200,FN,DIO2,MISSED,no,Ageing,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25585625,TP,FFAR1,FFAR1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
25732515,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
25733872,TP,HES1,HES1,yes,Ageing,Ageing,yes,Protective,Decreased,yes,Mouse,Mice,yes
25748082,FN,FCER1G,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25748082,TP,FCGR2B,FCGR2B,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
25748082,FP,NONE,FCGR,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
25921548,TP,MIR-101,MIR-101,yes,MIA,MIA,yes,Detrimental,Increased,yes,Rat,Rats,yes
25921548,TP,MIR-101,MIR-101,yes,MIA,MIA,yes,Protective,Decreased,yes,Rat,Rats,yes
25964075,TP,TFAP2E,TFAP2E,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26011709,FN,CACNA1G,MISSED,no,Ageing,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26011709,FP,NONE,CACNA1H,no,NONE,Exercise,no,NONE,Decreased,no,NONE,Mice,no
26018435,TP,TNFRSF11B,TNFRSF11B,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26097038,TP,ERG,ERG,yes,Surgical,Ageing,no,Detrimental,Increased,yes,Mouse,Mice,yes
26097038,TP,ERG,ERG,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26103880,FN,MECP2,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
26103880,FN,MECP2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26103880,TP,MIR-370,MIR-370,yes,Surgical,Surgical,yes,Detrimental,Decreased,no,Mouse,Mice,yes
26103880,TP,MIR-370,MIR-370,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26103880,TP,MIR-373,MIR-373,yes,Surgical,Surgical,yes,Detrimental,Decreased,no,Mouse,Mice,yes
26103880,TP,MIR-373,MIR-373,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26103880,FN,SHMT2,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
26103880,FN,SHMT2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26108147,TP,IL1B,IL1B,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rabbit,Rabbits,yes
26108147,TP,TNF,TNF,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rabbit,Rabbits,yes
26138996,FN,CCR2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
26138996,FN,EGFR,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
26138996,FP,NONE,TGFA,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
26138996,FP,NONE,CCL2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
26245312,TP,TLR4,TLR4,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
26256766,FN,IKBKG,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26321377,FP,NONE,PPARG,no,NONE,Exercise,no,NONE,Decreased,no,NONE,Rabbits,no
26410555,TP,ADAMTS5,ADAMTS5,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26445328,TP,TNF,TNF,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
26521733,TP,HAS1,HAS1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26522700,TP,RBPJ,RBPJ,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26586481,FP,NONE,SGTB,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
26586481,FP,NONE,SGTB,no,NONE,Surgical,no,NONE,Increased,no,NONE,Rats,no
26673737,TP,MIR-222,MIR-222,yes,Surgical,Surgical,yes,Detrimental,Decreased,no,Mouse,Mice,yes
27159076,TP,FGFR3,FGFR3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27159076,TP,FGFR3,FGFR3,yes,Surgical,Surgical,yes,Protective,Increased,no,Mouse,Mice,yes
27159076,TP,FGFR3,FGFR3,yes,Ageing,Surgical,no,Protective,Increased,no,Mouse,Mice,yes
27183574,TP,IL3,IL3,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
27211864,TP,ITGA1,ITGA1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27211864,FP,NONE,EGFR,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
27480933,TP,FBXO32,FBXO32,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
27480933,TP,FBXO32,FBXO32,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
27505251,TP,EDIL3,EDIL3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27640147,TP,DDR2,DDR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27654963,TP,IL1A,IL1A,yes,Protease,Protease,yes,No effect,No Change,yes,Mouse,Mice,yes
27654963,TP,IL1B,IL1B,yes,Protease,Protease,yes,No effect,No Change,yes,Mouse,Mice,yes
27690009,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
27732085,TP,FGF2,FGF2,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27737897,FP,NONE,APOE,no,NONE,High Fat Diet,no,NONE,Increased,no,NONE,Mice,no
27737897,FP,NONE,APOE,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
27766035,TP,DMP1,DMP1,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27789465,FN,IL6R,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27789465,TP,STAT3,STAT3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27789465,FP,NONE,IL6,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
28129516,TP,PRG4,PRG4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Pigs,no
28139355,TP,MIR-483,MIR-483,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28139355,TP,MIR-483,MIR-483,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
28225087,TP,PRKAA1,PRKAA1,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
28225087,TP,PRKAA1,PRKAA1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28225087,TP,PRKAA2,PRKAA2,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
28225087,TP,PRKAA2,PRKAA2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28225087,FP,NONE,AMPKACDKO,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
28225087,FP,NONE,AMPKACDKO,no,NONE,Ageing,no,NONE,Increased,no,NONE,Mice,no
28334504,TP,DDIT4,DDIT4,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28426699,TP,IL20,IL20,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28520086,TP,FGFR3,FGFR3,yes,Surgical,Ageing,no,Protective,Decreased,yes,Mouse,Mice,yes
28520086,TP,FGFR3,FGFR3,yes,Ageing,Ageing,yes,No effect,Decreased,no,Mouse,Mice,yes
28544596,TP,PTGDR,PTGDR,yes,Surgical,Ageing,no,Detrimental,Increased,yes,Mouse,Mice,yes
28544596,TP,PTGDR,PTGDR,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28544596,TP,PTGDR,PTGDR,yes,Surgical,Ageing,no,Detrimental,Increased,yes,Mouse,Mice,yes
28544596,TP,PTGDR,PTGDR,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28815179,FN,IL17A,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Rabbit,MISSED,no
28844955,FN,BRD2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
28844955,FN,BRD3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
28844955,TP,BRD4,BRD4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28884332,FP,NONE,MIR-29A,no,NONE,Ageing,no,NONE,Increased,no,NONE,Mice,no
28893232,TP,SERPINE1,SERPINE1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28919376,TP,MIR-218,MIR-218,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29024567,TP,EGFR,EGFR,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29024567,TP,EGFR,EGFR,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
29024567,TP,EGFR,EGFR,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29024567,FP,NONE,SOST,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29068480,TP,PHLPP1,PHLPP1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29068480,FN,PHLPP2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29073363,TP,DDR2,DDR2,yes,Ageing,Ageing,yes,No effect,Increased,no,Mouse,Mice,yes
29257344,TP,GGCX,GGCX,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rabbit,Rabbits,yes
29377313,TP,SOST,SOST,yes,Surgical,Exercise,no,Protective,Decreased,yes,Mouse,Mice,yes
29415892,FN,AXIN2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29415892,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29474860,FN,NR1D1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29474860,FP,NONE,BMAL1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29474860,FP,NONE,REVERB,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29476740,FN,JUN,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29564448,TP,TNFAIP6,TNFAIP6,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
29693122,FP,NONE,TNF,no,NONE,MIA,no,NONE,Increased,no,NONE,Mice,no
29718273,TP,FGF23,FGF23,yes,Genetic,Ageing,no,Protective,Decreased,yes,Mouse,Mice,yes
29718273,FP,NONE,FGF2,no,NONE,Ageing,no,NONE,Increased,no,NONE,Mice,no
29858052,TP,MIR-106A,MIR-106A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29870552,TP,FN1,FN1,yes,Surgical,Exercise,no,Detrimental,Increased,yes,Mouse,Mice,yes
29922443,TP,SIRT1,SIRT1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29940267,TP,NOTCH2,NOTCH2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29982662,TP,CFD,CFD,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30031925,FN,PRKAA1,MISSED,no,Ageing,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30031925,FP,NONE,PRKAA2,no,NONE,Ageing,no,NONE,Decreased,no,NONE,Mice,no
30195046,TP,NCF1,NCF1,yes,Protease,Protease,yes,No effect,No Change,yes,Mouse,Mice,yes
30206206,TP,MIR-128A,MIR-128A,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Rat,Rats,yes
30206206,TP,MIR-128A,MIR-128A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
30209244,TP,ANP32A,ANP32A,yes,Surgical,Ageing,no,Protective,Increased,no,Mouse,Mice,yes
30209244,TP,ANP32A,ANP32A,yes,Protease,Ageing,no,Protective,Increased,no,Mouse,Mice,yes
30209244,TP,ANP32A,ANP32A,yes,Protease,Ageing,no,Protective,Increased,no,Mouse,Mice,yes
30209244,TP,ANP32A,ANP32A,yes,Ageing,Ageing,yes,Protective,Increased,no,Mouse,Mice,yes
30258877,TP,TWIST1,TWIST1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30327434,TP,EZH2,EZH2,yes,Ageing,Ageing,yes,No effect,No Change,yes,Mouse,Mice,yes
30345823,TP,MMP13,MMP13,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,TP,MST1,MST1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,TP,MST1,MST1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,TP,STK3,STK3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,TP,STK3,STK3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,TP,STK3,STK3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,TP,STK3,STK3,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30385786,FN,STK4,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30385786,FN,STK4,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30385786,FN,YAP1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30385786,FN,YAP1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30385786,FP,NONE,YY1AP1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30385786,FP,NONE,YY1AP1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
30405206,FN,CHUK,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30405206,FP,NONE,IKK,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30513362,TP,DOT1L,DOT1L,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30513362,TP,DOT1L,DOT1L,yes,Surgical,Ageing,no,Detrimental,Increased,yes,Mouse,Mice,yes
30610061,TP,ARG2,ARG2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30716535,TP,CLOCK,CLOCK,yes,Ageing,Ageing,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30728500,FN,CH25H,MISSED,no,High Fat Diet,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30728500,FN,CH25H,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30728500,FN,CH25H,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30728500,FN,CYP7B1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30728500,FN,CYP7B1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30728500,FN,RORA,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30728500,FN,RORA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30728500,FN,RORA,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30745310,TP,WNT16,WNT16,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30745310,TP,WNT16,WNT16,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30842121,TP,IL1B,IL1B,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30842121,TP,MMP13,MMP13,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30842121,TP,NGF,NGF,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
