PMID,row_type,gene_gold,gene_LLM,gene_match,induction_gold,induction_LLM,induction_match,outcome_gold,outcome_LLM,outcome_match,species_gold,species_LLM,species_match
24966136,TP,ERRFI1,ERRFI1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24999110,TP,VHL,VHL,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24999110,TP,VHL,VHL,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
25080367,TP,DKK1,DKK1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
25135253,TP,CXCR2,CXCR2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
25200274,FN,F2R,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25200274,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25200274,FP,NONE,PAR1,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
25200274,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
25628784,TP,RUNX2,RUNX2,yes,Exercise,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
25889639,TP,BMP7,BMP7,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
25969431,TP,S100A9,S100A9,yes,Surgical,Chemical,no,Protective,Decreased,yes,Mouse,Mice,yes
25969431,TP,S100A9,S100A9,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26687826,TP,APOE,APOE,yes,Protease,Chemical,yes,Detrimental,No Change,no,Mouse,Mice,yes
26687826,FP,NONE,S100A9,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
26698846,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
26783110,TP,PRKCD,PRKCD,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26837060,TP,TGFB1,TGFB1,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
26851314,FN,CXCR4,MISSED,no,MIA,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
26903297,TP,XDH,XDH,yes,High Fat Diet,Metabolic,yes,Protective,Decreased,yes,Mouse,Mice,yes
27041213,TP,FGFR1,FGFR1,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
27052304,FN,MTOR,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
27147711,TP,WNT16,WNT16,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27270603,TP,MATN1,MATN1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
27322244,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27345362,FN,CALCA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27388701,TP,TRPV4,TRPV4,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27388701,TP,TRPV4,TRPV4,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
27539076,FN,IL1RN,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27539076,FP,NONE,IL1RA,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
27541035,FN,TNFRSF11B,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
27541035,FP,NONE,OPG,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
27564840,TP,MIF,MIF,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
27564840,TP,MIF,MIF,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27681622,FN,RELA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27681622,FP,NONE,NFKB1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
27830706,TP,RELA,RELA,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
27830706,TP,RELA,RELA,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27911782,TP,EGFR,EGFR,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27911782,TP,EGFR,EGFR,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
27965260,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCL5,CCL5,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
27965260,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCR5,CCR5,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
28128866,TP,CDKN1A,CDKN1A,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28165497,TP,WNT7A,WNT7A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28348422,TP,OLR1,OLR1,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
28383548,TP,MIR-146A,MIR-146A,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
28383548,TP,MIR-146A,MIR-146A,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
28627522,TP,DOT1L,DOT1L,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28627522,FP,NONE,SIRT1,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
28716756,TP,TGFBR1,TGFBR1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28743292,TP,A2M,A2M,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
28765635,TP,HYAL2,HYAL2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
28767178,TP,CCR7,CCR7,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28823646,TP,LEPR,LEPR,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
28835277,FP,NONE,ELANE,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28835277,FP,NONE,F2RL1,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28835277,FP,NONE,F2RL1,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28898438,TP,COL11A1,COL11A1,yes,Surgical,Mechanical,no,Detrimental,Decreased,no,Mouse,Mice,yes
29205898,FN,PTGS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
29219023,FN,TNC,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29219023,FP,NONE,TENASCINC,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29247173,TP,ESRRG,ESRRG,yes,Surgical,Transgenic,no,Detrimental,Increased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Ageing,Transgenic,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29323130,TP,OPTC,OPTC,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29440889,TP,IHH,IHH,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
29444976,TP,FOXO1,FOXO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FOXO1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FOXO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FOXO3,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,FN,FOXO4,MISSED,no,Exercise,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
29444976,FN,FOXO4,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
29444976,FN,FOXO4,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
29524442,TP,MAPK14,MAPK14,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29524442,FP,NONE,MAPK11,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29622035,TP,CCL17,CCL17,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,CCL17,CCL17,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,CCR4,CCR4,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,IRF4,IRF4,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,KDM6B,KDM6B,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,FN,PTGS2,MISSED,no,Protease,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
29622035,TP,TNF,TNF,yes,Protease,Chemical,yes,No effect,No Change,yes,Mouse,Mice,yes
29622035,FP,NONE,COX2,no,NONE,Chemical,no,NONE,No Change,no,NONE,Mice,no
29736207,TP,IL6,IL6,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Not stated,abstain
29736207,TP,STAT3,STAT3,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Not stated,abstain
30070692,FN,AXIN1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30106092,TP,MIR-204,MIR-204,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
30144298,TP,FLT4,FLT4,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30154423,TP,TFEB,TFEB,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30261507,TP,NCOA3,NCOA3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30287418,TP,MIR-181A,MIR-181A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Rats,no
30302948,TP,TUT7,TUT7,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30305454,TP,ITGBL1,ITGBL1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30305454,TP,ITGBL1,ITGBL1,yes,Ageing,Surgical,no,Detrimental,Decreased,no,Mouse,Mice,yes
30731321,TP,MIR-10A,MIR-10A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30731321,TP,MIR-10A,MIR-10A,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30731321,FP,NONE,HOXA1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
30891766,TP,IL4,IL4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30912140,TP,CTNNB1,CTNNB1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30944169,TP,MIR-204,MIR-204,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Not stated,abstain
30944169,TP,MIR-204,MIR-204,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Not stated,abstain
30944169,TP,MIR-204,MIR-204,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Not stated,abstain
30972197,TP,DNMT3B,DNMT3B,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
30972197,TP,DNMT3B,DNMT3B,yes,MIA,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
31084709,FN,FCER1A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FN,MCL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FP,NONE,KIT,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31084709,FP,NONE,IGHE,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31084709,FP,NONE,FCER1G,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31084709,FP,NONE,SYK,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31108241,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Rats,no
31108241,FP,NONE,CXCL12,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
31108241,FP,NONE,CXCL12,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31113964,TP,RUNX1,RUNX1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31119776,TP,PRG4,PRG4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,FN,MIR-140,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,TP,WWP2,WWP2,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,TP,WWP2,WWP2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,TP,WWP2,WWP2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31307784,TP,CDK9,CDK9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,Protective,No Change,no,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Ageing,Surgical,no,No effect,No Change,yes,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Ageing,Surgical,no,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31482846,TP,PTCH1,PTCH1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31496660,TP,SOX9,SOX9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31511053,TP,ATF6,ATF6,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
31586040,TP,MIR-455,MIR-455,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31586040,FP,NONE,PAK,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31608494,TP,SMO,SMO,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31608494,TP,SMO,SMO,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31634652,TP,NELL1,NELL1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31653858,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FP,NONE,TANKYRASE,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31673109,TP,TGFB1I1,TGFB1I1,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
31735552,TP,KAT2B,KAT2B,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31742919,TP,NCAM1,NCAM1,yes,MIA,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31841119,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
31841119,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31901095,FN,FGF2,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31901095,FP,NONE,HMWFGF2,no,NONE,Transgenic,no,NONE,Increased,no,NONE,Mice,no
31901095,FP,NONE,FGFR1,no,NONE,Transgenic,no,NONE,Decreased,no,NONE,Mice,no
31980519,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO1,FOXO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,DCN,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,DCN,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32208385,FN,PDGFB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32208385,FN,PDGFB,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32208385,FP,NONE,PDGFBB,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
32208385,FP,NONE,PDGFBB,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
32269734,TP,SOX9,SOX9,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32335541,TP,MIR-375,MIR-375,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
32339698,TP,CRY1,CRY1,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
32339698,TP,CRY2,CRY2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32377874,TP,MIR-9,MIR-9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
32377874,TP,MIR-9,MIR-9,yes,Surgical,Surgical,yes,Detrimental,Decreased,no,Rat,Rats,yes
32377874,FP,NONE,SDC1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Rats,no
32431699,TP,IL17A,IL17A,yes,MIA,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
32431699,TP,IL1RN,IL1RN,yes,MIA,Chemical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32499111,TP,SIRT1,SIRT1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32499111,TP,SIRT1,SIRT1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32550912,TP,RPS6KA2,RPS6KA2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32584470,TP,MIR-877,MIR-877,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
32616521,TP,CCN2,CCN2,yes,Surgical,Mechanical,no,No effect,No Change,yes,Mouse,Mice,yes
32616521,TP,CCN2,CCN2,yes,Surgical,Mechanical,no,No effect,No Change,yes,Mouse,Mice,yes
