PMID,row_type,gene_gold,gene_LLM,gene_match,induction_gold,induction_LLM,induction_match,outcome_gold,outcome_LLM,outcome_match,species_gold,species_LLM,species_match
23233270,TP,SOST,SOST,yes,Surgical,Spontaneous,no,No effect,No Change,yes,Rat,Mice,no
23339896,TP,HSPG2,HSPG2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
24309371,TP,TGFB1,TGFB1,yes,Ageing,Transgenic,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24386478,TP,ATRX,ATRX,yes,Ageing,Not stated,abstain,No effect,No Change,yes,Mouse,Mice,yes
24577103,TP,FGF18,FGF18,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
24757033,FN,GSK3B,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24757033,FP,NONE,GSK3,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
24966136,FN,ERRFI1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24966136,FP,NONE,MDFIC,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
24999110,TP,VHL,VHL,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24999110,TP,VHL,VHL,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
25080367,TP,DKK1,DKK1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
25135253,TP,CXCR2,CXCR2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
25200274,FN,F2R,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25200274,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25200274,FP,NONE,PAR1,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
25200274,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
25628784,TP,RUNX2,RUNX2,yes,Exercise,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
25889639,TP,BMP7,BMP7,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
25969431,FN,S100A9,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25969431,FN,S100A9,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25969431,FP,NONE,TLR4,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
25969431,FP,NONE,TLR4,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26687826,TP,APOE,APOE,yes,Protease,Chemical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26698846,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
26783110,TP,PRKCD,PRKCD,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26837060,FN,TGFB1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26837060,FP,NONE,TGFB,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26851314,TP,CXCR4,CXCR4,yes,MIA,Chemical,yes,Protective,Decreased,yes,Rat,Rats,yes
26903297,FN,XDH,MISSED,no,High Fat Diet,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26903297,FP,NONE,XOR,no,NONE,Metabolic,no,NONE,Decreased,no,NONE,Mice,no
27041213,TP,FGFR1,FGFR1,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
27052304,TP,MTOR,MTOR,yes,Protease,Chemical,yes,Protective,Decreased,yes,Rabbit,Rabbits,yes
27147711,TP,WNT16,WNT16,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27270603,TP,MATN1,MATN1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27322244,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27345362,FN,CALCA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27388701,TP,TRPV4,TRPV4,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27388701,TP,TRPV4,TRPV4,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
27539076,TP,IL1RN,IL1RN,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
27541035,FN,TNFRSF11B,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
27541035,FP,NONE,OPG,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
27564840,TP,MIF,MIF,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
27564840,TP,MIF,MIF,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27681622,FN,RELA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27681622,FP,NONE,NFKB,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
27681622,FP,NONE,NFKB,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
27830706,TP,RELA,RELA,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
27830706,TP,RELA,RELA,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27911782,TP,EGFR,EGFR,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27911782,TP,EGFR,EGFR,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
27965260,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCL5,CCL5,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
27965260,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27965260,TP,CCR5,CCR5,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
28128866,TP,CDKN1A,CDKN1A,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28165497,TP,WNT7A,WNT7A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28348422,FN,OLR1,MISSED,no,Ageing,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
28348422,FP,NONE,LOX1,no,NONE,Spontaneous,no,NONE,No Change,no,NONE,Mice,no
28348422,FP,NONE,LOX1,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
28348422,FP,NONE,LOX1,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
28383548,TP,mir-146a,MIR-146A,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
28383548,TP,mir-146a,MIR-146A,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
28627522,TP,DOT1L,DOT1L,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28627522,FP,NONE,SIRT1,no,NONE,Transgenic,no,NONE,Decreased,no,NONE,Mice,no
28716756,FN,TGFBR1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
28716756,FP,NONE,ALK5,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
28743292,TP,A2M,A2M,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
28765635,TP,HYAL2,HYAL2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
28767178,TP,CCR7,CCR7,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28823646,TP,LEPR,LEPR,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
28835277,FP,NONE,ELANE,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28835277,FP,NONE,ELANE,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28835277,FP,NONE,PAR2,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28835277,FP,NONE,PAR2,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
28898438,TP,COL11A1,COL11A1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29205898,FN,PTGS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
29219023,FN,TNC,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29219023,FP,NONE,TENASCINC,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29219023,FP,NONE,TENASCINC,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29247173,TP,ESRRG,ESRRG,yes,Surgical,Transgenic,no,Detrimental,Increased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Ageing,Transgenic,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,ESRRG,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29323130,TP,OPTC,OPTC,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29440889,TP,IHH,IHH,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
29444976,TP,FOXO1,FOXO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FOXO1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FOXO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FOXO3,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO4,FOXO4,yes,Exercise,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO4,FOXO4,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO4,FOXO4,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
29524442,TP,MAPK14,MAPK14,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29524442,FP,NONE,MAPK11,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29622035,TP,CCL17,CCL17,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,CCL17,CCL17,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,CCR4,CCR4,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,IRF4,IRF4,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,FN,KDM6B,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29622035,FN,PTGS2,MISSED,no,Protease,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
29622035,TP,TNF,TNF,yes,Protease,Chemical,yes,No effect,No Change,yes,Mouse,Mice,yes
29622035,FP,NONE,CSF2,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
29622035,FP,NONE,JMJD3,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
29736207,TP,IL6,IL6,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Not stated,abstain
29736207,TP,STAT3,STAT3,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Not stated,abstain
30070692,TP,AXIN1,AXIN1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30106092,FN,mir-204,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
30106092,FP,NONE,MIR204,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
30144298,FN,FLT4,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30144298,FP,NONE,KDR,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
30154423,TP,TFEB,TFEB,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30261507,TP,NCOA3,NCOA3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Not stated,abstain
30287418,TP,mir-181a,MIR-181A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Rats,no
30302948,FN,TUT7,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30302948,FP,NONE,ZCCHC6,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30305454,TP,ITGBL1,ITGBL1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30305454,TP,ITGBL1,ITGBL1,yes,Ageing,Surgical,no,Detrimental,Decreased,no,Mouse,Mice,yes
30731321,TP,mir-10a,MIR-10A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30731321,TP,mir-10a,MIR-10A,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30891766,TP,IL4,IL4,yes,Surgical,Spontaneous,no,Protective,Increased,no,Mouse,Mice,yes
30912140,TP,CTNNB1,CTNNB1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30944169,TP,mir-204,MIR-204,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30944169,TP,mir-204,MIR-204,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
30944169,TP,mir-204,MIR-204,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
30972197,FN,DNMT3B,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30972197,FN,DNMT3B,MISSED,no,MIA,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FN,FCER1A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FN,MCL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31108241,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Rats,no
31108241,FP,NONE,SDF1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
31108241,FP,NONE,SDF1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31113964,TP,RUNX1,RUNX1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31119776,TP,PRG4,PRG4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,FN,mir-140,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,TP,WWP2,WWP2,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,TP,WWP2,WWP2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,TP,WWP2,WWP2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31307784,TP,CDK9,CDK9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31424112,FN,CCL2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31424112,FN,CCL2,MISSED,no,Ageing,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
31424112,FN,CCL2,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
31424112,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Ageing,Surgical,no,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31482846,TP,PTCH1,PTCH1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31496660,TP,SOX9,SOX9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31511053,TP,ATF6,ATF6,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
31586040,TP,mir-455,MIR-455,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31586040,FP,NONE,PAK2,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
31608494,TP,SMO,SMO,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31608494,TP,SMO,SMO,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31634652,TP,NELL1,NELL1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31653858,TP,TNKS,TNKS,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31653858,TP,TNKS,TNKS,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31653858,TP,TNKS2,TNKS2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31653858,TP,TNKS2,TNKS2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31673109,TP,TGFB1I1,TGFB1I1,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
31735552,FN,KAT2B,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31735552,FP,NONE,PCAF,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31742919,TP,NCAM1,NCAM1,yes,MIA,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31841119,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
31841119,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31901095,FN,FGF2,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31901095,FP,NONE,FGFR,no,NONE,Transgenic,no,NONE,Decreased,no,NONE,Mice,no
31980519,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO1,FOXO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,DCN,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,DCN,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32208385,TP,PDGFB,PDGFB,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
32208385,TP,PDGFB,PDGFB,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32269734,TP,SOX9,SOX9,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32335541,TP,mir-375,MIR-375,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
32339698,TP,CRY1,CRY1,yes,Surgical,Not stated,abstain,No effect,No Change,yes,Mouse,Mice,yes
32339698,TP,CRY2,CRY2,yes,Surgical,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
