22057346,FN,CD59,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
22057346,FN,CD59,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
22057346,FP,NONE,CD59a,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
22057346,FP,NONE,Complement,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
22143922,TP,S100A9,S100A9,yes,Surgical,Chemical,no,No effect,Decreased,no,Mouse,Mice,yes
22484689,FN,CTSK,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
22484689,FN,CTSK,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
22484689,FP,NONE,Cathepsin K,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rabbits,no
22484689,FP,NONE,Cathepsin K,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
23233270,TP,SOST,Sost,yes,Surgical,Spontaneous,no,No effect,No Change,yes,Rat,Mice,no
24309371,FN,TGFB1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24309371,FP,NONE,Tgfbr1,no,NONE,Transgenic,no,NONE,Increased,no,NONE,Mice,no
24757033,FN,GSK3B,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24757033,FP,NONE,GSK-3,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
24966136,FN,ERRFI1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24966136,FP,NONE,Mig6,no,NONE,Transgenic,no,NONE,Increased,no,NONE,Mice,no
24999110,TP,VHL,Vhl,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
25080367,FN,DKK1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25080367,FP,NONE,Dkk-1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
25200274,FN,F2R,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25200274,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25200274,FP,NONE,PAR-1,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
25200274,FP,NONE,PAR-2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
25628784,TP,RUNX2,Runx2,yes,Exercise,Chemical,no,Protective,Decreased,yes,Mouse,Mice,yes
25969431,TP,S100A9,S100A9,yes,Surgical,Chemical,no,Protective,Decreased,yes,Mouse,Mice,yes
26687826,FP,NONE,S100a9,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
26698846,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
26783110,FN,PRKCD,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26783110,FP,NONE,Pkdcc,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26837060,FN,TGFB1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26837060,FP,NONE,TGF-β,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Not stated,no
26903297,FN,XDH,MISSED,no,High Fat Diet,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26903297,FP,NONE,XOR,no,NONE,Metabolic,no,NONE,Decreased,no,NONE,Mice,no
27052304,FN,MTOR,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
27052304,FP,NONE,Autophagy,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Rabbits,no
27052304,FP,NONE,Autophagy,no,NONE,Chemical,no,NONE,Increased,no,NONE,Rabbits,no
27345362,FN,CALCA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27345362,FP,NONE,Calcitonin,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
27388701,TP,TRPV4,Trpv4,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27539076,FN,IL1RN,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27539076,FP,NONE,IL1ra,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
27541035,FN,TNFRSF11B,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
27541035,FP,NONE,Opg,no,NONE,Transgenic,no,NONE,Increased,no,NONE,Mice,no
27564840,TP,MIF,Mif,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27681622,FN,RELA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27681622,FP,NONE,NF-κB,no,NONE,Mechanical,no,NONE,Decreased,no,NONE,Mice,no
27830706,TP,RELA,Rela,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
27830706,FP,NONE,IKK,no,NONE,Spontaneous,no,NONE,Not stated,no,NONE,Mice,no
27911782,TP,EGFR,Egfr,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
28128866,FN,CDKN1A,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
28128866,FP,NONE,p21,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
28348422,FN,OLR1,MISSED,no,Ageing,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
28348422,FP,NONE,LOX-1,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
28383548,TP,mir-146a,miR-146a,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
28627522,FP,NONE,SIRT1,no,NONE,Transgenic,no,NONE,Decreased,no,NONE,Mice,no
28716756,FN,TGFBR1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
28716756,FP,NONE,Alk5,no,NONE,Transgenic,no,NONE,Increased,no,NONE,Mice,no
28823646,FN,LEPR,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
28823646,FP,NONE,Ob-Rb,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
28898438,TP,COL11A1,Col11a1,yes,Surgical,Mechanical,no,Detrimental,Decreased,no,Mouse,Mice,yes
29205898,FN,PTGS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
29247173,TP,ESRRG,Esrrg,yes,Surgical,Transgenic,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FoxO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FoxO1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FoxO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FoxO3,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO4,FoxO4,yes,Exercise,Spontaneous,no,Detrimental,No Change,no,Mouse,Mice,yes
29444976,TP,FOXO4,FoxO4,yes,Surgical,Spontaneous,no,Detrimental,No Change,no,Mouse,Mice,yes
29524442,FN,MAPK14,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29524442,FP,NONE,p38 MAPK,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29622035,FN,KDM6B,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29622035,FN,PTGS2,MISSED,no,Protease,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
29622035,FN,TNF,MISSED,no,Protease,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
29622035,FP,NONE,Jmjd3,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
29736207,FN,IL6,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29736207,FP,NONE,IL-6,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Not stated,no
30106092,FN,mir-204,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
30106092,FP,NONE,miR-204-5p,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
30144298,FN,FLT4,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30144298,FP,NONE,VEGFR-3,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
30144298,FP,NONE,Bortezomib,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30287418,FN,mir-181a,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30287418,FP,NONE,miR-181a-5p,no,NONE,Mechanical,no,NONE,Decreased,no,NONE,Rats,no
30287418,FP,NONE,miR-181a-5p,no,NONE,Mechanical,no,NONE,Decreased,no,NONE,Mice,no
30302948,FN,TUT7,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30302948,FP,NONE,Zcchc6,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30305454,TP,ITGBL1,Itgbl1,yes,Ageing,Surgical,no,Detrimental,Decreased,no,Mouse,Mice,yes
30731321,FN,mir-10a,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30731321,FN,mir-10a,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30731321,FP,NONE,miR-10a-5p,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30731321,FP,NONE,miR-10a-5p,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
30891766,TP,IL4,Il4,yes,Surgical,Mechanical,no,Protective,Increased,no,Mouse,Mice,yes
30944169,TP,mir-204,miR-204,yes,Surgical,Transgenic,no,Detrimental,Increased,yes,Mouse,Not stated,abstain
30972197,TP,DNMT3B,Dnmt3b,yes,Surgical,Transgenic,no,Detrimental,Increased,yes,Mouse,Mice,yes
31084709,FN,FCER1A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FN,MCL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FP,NONE,Mast cells,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
31084709,FP,NONE,Syk,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
31108241,FP,NONE,SDF-1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
31160553,FN,mir-140,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,TP,WWP2,Wwp2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31186141,FP,NONE,METTL3,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
31186141,FP,NONE,METTL3,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
31424112,TP,CCL2,Ccl2,yes,Ageing,Surgical,no,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCR2,Ccr2,yes,Ageing,Surgical,no,No effect,Decreased,no,Mouse,Mice,yes
31482846,FN,PTCH1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31511053,FN,ATF6,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
31511053,FP,NONE,Tg<sup>cog</sup>,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31511053,FP,NONE,Atf6a,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
31586040,FN,mir-455,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31586040,FP,NONE,miR-455-3p,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
31634652,FN,NELL1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31634652,FP,NONE,Nell-1,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
31634652,FP,NONE,Nell-1,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
31634652,FP,NONE,NELL-1,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
31653858,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FP,NONE,Tankyrase,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31673109,FN,TGFB1I1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31673109,FP,NONE,Hic-5,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
31735552,FN,KAT2B,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31742919,FN,NCAM1,MISSED,no,MIA,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31742919,FP,NONE,NCAM,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
31742919,FP,NONE,NCAM,no,NONE,Chemical,no,NONE,Not stated,no,NONE,Rats,no
31841119,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
31841119,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31901095,FP,NONE,FGFR,no,NONE,Transgenic,no,NONE,Decreased,no,NONE,Mice,no
31980519,TP,FOXO1,Foxo1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,Foxo3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,Foxo4,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32377874,FN,mir-9,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
32377874,FN,mir-9,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Rat,MISSED,no
32377874,FP,NONE,miR-9-5p,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
32377874,FP,NONE,SDC1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Rats,no
32431699,FN,IL17A,MISSED,no,MIA,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32431699,FP,NONE,Il17,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
32499111,TP,SIRT1,Sirt1,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
32550912,TP,RSK3,Rsk3,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32584470,FN,mir-877,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32616521,TP,CCN2,Ccn2,yes,Surgical,Mechanical,no,No effect,No Change,yes,Mouse,Mice,yes
32616521,TP,CCN2,Ccn2,yes,Surgical,Mechanical,no,No effect,No Change,yes,Mouse,Mice,yes
32693649,TP,mir-29b,miR-29b,yes,Surgical,Mechanical,no,Detrimental,Increased,yes,Mouse,Mice,yes
32693649,TP,mir-29b,miR-29b,yes,Surgical,Mechanical,no,Protective,Decreased,yes,Mouse,Mice,yes
32818603,FN,EXT1,MISSED,no,Ageing,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
32858189,FN,EDN1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32858189,FN,EDNRA,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
32858189,FN,EDNRB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32858189,FP,NONE,ET-1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
32858189,FP,NONE,ETBR,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
32895234,FN,RIPK3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32895234,FN,RIPK3,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32895234,TP,TRIM24,Trim24,yes,Ageing,Surgical,no,Detrimental,Increased,yes,Mouse,Mice,yes
32895234,FP,NONE,Rip3,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
32895234,FP,NONE,Rip3,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
32895234,FP,NONE,Rip3,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
33109602,TP,mir-141/200c,miR-141/200c,yes,Ageing,Surgical,no,Protective,Not stated,abstain,Mouse,Mice,yes
33133598,FN,IL1RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33133598,FN,IL33,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33133598,FP,NONE,IL-33,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
33133598,FP,NONE,IL-33,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
33133598,FP,NONE,IL-33,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
33133598,FP,NONE,IL-33,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
33133598,FP,NONE,ST2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
33361529,FN,PTGDS,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33361529,FP,NONE,L-PGDS,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
33392201,FN,ITGAM,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
33392201,FP,NONE,Cd11b,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
33441426,TP,EGFR,Egfr,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
33441426,FN,TGFA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33499145,FP,NONE,Panx3,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
33781898,FN,TARDBP,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33781898,FP,NONE,TDP-43,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Not stated,no
33827816,FN,PLA2G2A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33827816,FN,PLA2G2A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
33827816,FP,NONE,sPLA2,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
33880054,FP,NONE,JNK,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
34136574,FN,CXCL12,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34136574,FP,NONE,SDF-1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
34176242,FN,FSHB,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34176242,FP,NONE,FSH,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
34463587,FN,TNFAIP3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34463587,FP,NONE,A20,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
34466014,FN,NFE2L2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34466014,FP,NONE,Nrf2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
34826631,FN,ADORA3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
34826631,FP,NONE,CF101,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
34829531,FN,CYBB,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34829531,FP,NONE,Nox2,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
34982732,FN,SPP1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
34982732,FN,SPP1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34982732,FP,NONE,OPN,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
34982732,FP,NONE,PI3K/AKT,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
34987154,TP,ACOT12,Acot12,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
34987154,FN,PPARG,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
34987154,FP,NONE,Ppara,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
35061535,FN,SEL1L,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35061535,FN,SEL1L,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35061535,FP,NONE,ERAD,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
35145063,FN,IKBKB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
35148687,FN,mir-18a,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
35148687,FP,NONE,miR-18a-3p,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
35608871,FN,SLC2A1,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35608871,FN,SLC2A1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
35608871,FN,SLC2A1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
35608871,FP,NONE,Glut1,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
35608871,FP,NONE,Glut1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
36261443,TP,RUNX3,Runx3,yes,Ageing,Surgical,no,No effect,Increased,no,Mouse,Mice,yes
36530063,FN,IKBKE,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
36530063,FP,NONE,IKKε,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
37144868,FN,APOE,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
37144868,FN,AXL,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
37144868,FP,NONE,GAS6,no,NONE,Metabolic,no,NONE,Decreased,no,NONE,Mice,no
37344157,FP,NONE,Pdk,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
37422640,FN,PIM1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
37422640,FP,NONE,PIM-1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
37462629,FN,PRF1,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
37462629,FP,NONE,GzmB,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
37462629,FP,NONE,Perf,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
37681413,FN,HDAC1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
37681413,FP,NONE,Mocetinostat,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
