PMID,row_type,gene_gold,gene_LLM,gene_match,induction_gold,induction_LLM,induction_match,outcome_gold,outcome_LLM,outcome_match,species_gold,species_LLM,species_match
30144298,FP,NONE,VEGFR3,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
30154423,TP,TFEB,TFEB,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30261507,TP,NCOA3,NCOA3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30287418,TP,mir-181a,MIR-181A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Rats,no
30302948,FN,TUT7,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30302948,FP,NONE,ZCCHC6,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30305454,TP,ITGBL1,ITGBL1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30305454,TP,ITGBL1,ITGBL1,yes,Ageing,Surgical,no,Detrimental,Decreased,no,Mouse,Mice,yes
30731321,TP,mir-10a,MIR-10A,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30731321,TP,mir-10a,MIR-10A,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30891766,TP,IL4,IL4,yes,Surgical,Mechanical,no,Protective,Increased,no,Mouse,Mice,yes
30912140,FN,CTNNB1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30912140,FP,NONE,BETACATENIN,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
30944169,TP,mir-204,MIR-204,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30944169,TP,mir-204,MIR-204,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
30944169,TP,mir-204,MIR-204,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
30972197,TP,DNMT3B,DNMT3B,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
30972197,TP,DNMT3B,DNMT3B,yes,MIA,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
31084709,FN,FCER1A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FN,MCL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31108241,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31108241,FP,NONE,SDF1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31108241,FP,NONE,SDF1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31113964,TP,RUNX1,RUNX1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31119776,TP,PRG4,PRG4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,FN,mir-140,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,TP,WWP2,WWP2,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,TP,WWP2,WWP2,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31160553,TP,WWP2,WWP2,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
31307784,TP,CDK9,CDK9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,Protective,No Change,no,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Ageing,Surgical,no,No effect,No Change,yes,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Ageing,Surgical,no,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31482846,FN,PTCH1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31496660,TP,SOX9,SOX9,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31511053,TP,ATF6,ATF6,yes,Surgical,Surgical,yes,No effect,No Change,yes,Mouse,Mice,yes
31511053,FP,NONE,TGCOG,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31586040,FN,mir-455,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31586040,FP,NONE,MIR-455-3P,no,NONE,Spontaneous,no,NONE,Increased,no,NONE,Mice,no
31608494,TP,SMO,SMO,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31608494,TP,SMO,SMO,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31634652,TP,NELL1,NELL1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31653858,TP,TNKS,TNKS,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31653858,TP,TNKS,TNKS,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31673109,FN,TGFB1I1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31673109,FP,NONE,HIC5,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31735552,FN,KAT2B,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31735552,FP,NONE,PCAF,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31742919,FN,NCAM1,MISSED,no,MIA,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31742919,FP,NONE,NCAM,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
31742919,FP,NONE,NCAM,no,NONE,Chemical,no,NONE,Increased,no,NONE,Rats,no
31841119,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
31841119,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31901095,FN,FGF2,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31901095,FP,NONE,FGFR,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
31980519,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO1,FOXO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO1,FOXO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO3,FOXO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31980519,TP,FOXO4,FOXO4,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,DCN,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,DCN,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32208385,TP,PDGFB,PDGFB,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
32208385,TP,PDGFB,PDGFB,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32269734,TP,SOX9,SOX9,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32335541,TP,mir-375,MIR-375,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
