PMID,row_type,gene_gold,gene_LLM,gene_match,induction_gold,induction_LLM,induction_match,outcome_gold,outcome_LLM,outcome_match,species_gold,species_LLM,species_match
24757033,FN,GSK3B,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24966136,FN,ERRFI1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
24966136,FP,NONE,Mig6,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
24999110,TP,VHL,Vhl,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
24999110,TP,VHL,Vhl,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
25080367,FN,DKK1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25080367,FP,NONE,Dkk-1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
25135253,TP,CXCR2,CXCR2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
25200274,FN,F2R,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
25200274,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
25200274,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
25200274,FP,NONE,PAR1,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
25628784,TP,RUNX2,Runx2,yes,Exercise,Mechanical,yes,Protective,Decreased,yes,Mouse,Mice,yes
25889639,TP,BMP7,BMP7,yes,Ageing,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
25969431,TP,S100A9,S100A9,yes,Surgical,Chemical,no,Protective,Decreased,yes,Mouse,Mice,yes
25969431,TP,S100A9,S100A9,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
26687826,TP,APOE,ApoE,yes,Protease,Chemical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
26687826,FP,NONE,S100a9,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
26698846,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
26698846,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
26783110,FN,PRKCD,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26783110,FP,NONE,PKCδ,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
26837060,FN,TGFB1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26837060,FP,NONE,TGF-β,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Rodents,no
26851314,FN,CXCR4,MISSED,no,MIA,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
26851314,FP,NONE,SDF-1-CXCR4 axis,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Rats,no
26903297,FN,XDH,MISSED,no,High Fat Diet,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
26903297,FP,NONE,XOR,no,NONE,Metabolic,no,NONE,Decreased,no,NONE,Mice,no
27041213,FN,FGFR1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27052304,FN,MTOR,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
27147711,TP,WNT16,WNT16,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27270603,TP,MATN1,Matn1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
27322244,TP,CXCR4,CXCR4,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
27345362,FN,CALCA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27345362,FP,NONE,Calcitonin,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
27388701,TP,TRPV4,Trpv4,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27388701,TP,TRPV4,Trpv4,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
27539076,FN,IL1RN,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
27541035,FN,TNFRSF11B,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
27541035,FP,NONE,OPG,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
27564840,TP,MIF,MIF,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
27564840,TP,MIF,MIF,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
27681622,FN,RELA,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27830706,TP,RELA,Rela,yes,Surgical,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
27830706,TP,RELA,Rela,yes,Ageing,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
27911782,TP,EGFR,Egfr,yes,Ageing,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
27911782,TP,EGFR,Egfr,yes,Surgical,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
27965260,FN,CCL2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27965260,FN,CCL2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27965260,FN,CCL5,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
27965260,FN,CCR2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27965260,FN,CCR2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
27965260,FN,CCR5,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
28128866,FN,CDKN1A,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
28128866,FP,NONE,p21,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
28165497,FN,WNT7A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
28348422,FN,OLR1,MISSED,no,Ageing,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
28348422,FP,NONE,LOX-1,no,NONE,Spontaneous,no,NONE,Decreased,no,NONE,Mice,no
28383548,TP,mir-146a,miR-146a,yes,Ageing,Spontaneous,yes,Protective,Decreased,yes,Mouse,Mice,yes
28383548,TP,mir-146a,miR-146a,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
28627522,FN,DOT1L,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
28716756,FN,TGFBR1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
28716756,FP,NONE,Alk5,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
28743292,TP,A2M,A2M,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
28743292,FP,NONE,A2M-108,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
28743292,FP,NONE,A2M-98,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
28765635,TP,HYAL2,Hyal2,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
28767178,TP,CCR7,Ccr7,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
28823646,FN,LEPR,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
28823646,FP,NONE,Ob-Rb,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
28898438,TP,COL11A1,Col11a1,yes,Surgical,Mechanical,no,Detrimental,Decreased,no,Mouse,Mice,yes
29205898,FN,PTGS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rabbit,MISSED,no
29205898,FP,NONE,GlcN.HCl,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rabbits,no
29205898,FP,NONE,MucoP,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rabbits,no
29219023,TP,TNC,TNC,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,Esrrg,yes,Surgical,Not stated,abstain,Detrimental,Decreased,no,Mouse,Mice,yes
29247173,TP,ESRRG,Esrrg,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,Esrrg,yes,Ageing,Not stated,abstain,Detrimental,Decreased,no,Mouse,Mice,yes
29247173,TP,ESRRG,Esrrg,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29247173,TP,ESRRG,Esrrg,yes,Surgical,Not stated,abstain,Protective,Decreased,yes,Mouse,Mice,yes
29247173,FP,NONE,ERRγ,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
29323130,TP,OPTC,Optc,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29440889,TP,IHH,Ihh,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Rat,Rats,yes
29444976,TP,FOXO1,FoxO1,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FoxO1,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO1,FoxO1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FoxO3,yes,Exercise,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FoxO3,yes,Surgical,Spontaneous,no,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO3,FoxO3,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
29444976,TP,FOXO4,FoxO4,yes,Exercise,Spontaneous,no,Detrimental,No Change,no,Mouse,Mice,yes
29444976,TP,FOXO4,FoxO4,yes,Surgical,Spontaneous,no,Detrimental,No Change,no,Mouse,Mice,yes
29444976,TP,FOXO4,FoxO4,yes,Ageing,Spontaneous,yes,Detrimental,No Change,no,Mouse,Mice,yes
29444976,FP,NONE,FoxO1/3/4,no,NONE,Surgical,no,NONE,Increased,no,NONE,Mice,no
29524442,FN,MAPK14,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29524442,FP,NONE,p38α/β MAPK,no,NONE,Inflammatory,no,NONE,Decreased,no,NONE,Mice,no
29524442,FP,NONE,p38α/β MAPK,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
29622035,TP,CCL17,Ccl17,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,CCL17,Ccl17,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,CCR4,Ccr4,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,TP,IRF4,Irf4,yes,Protease,Chemical,yes,Protective,Decreased,yes,Mouse,Mice,yes
29622035,FN,KDM6B,MISSED,no,Protease,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29622035,FN,PTGS2,MISSED,no,Protease,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
29622035,FN,TNF,MISSED,no,Protease,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
29622035,FP,NONE,Jmjd3,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Mice,no
29736207,FN,IL6,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
29736207,FN,STAT3,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30070692,TP,AXIN1,Axin1,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30106092,FN,mir-204,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
30106092,FP,NONE,miR-204-5p,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
30144298,FN,FLT4,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30144298,FP,NONE,Bortezomib,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30154423,FN,TFEB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30261507,TP,NCOA3,NCOA3,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
30287418,FN,mir-181a,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30302948,FN,TUT7,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30302948,FP,NONE,ZCCHC6,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
30305454,TP,ITGBL1,Itgbl1,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
30305454,TP,ITGBL1,Itgbl1,yes,Ageing,Surgical,no,Detrimental,Decreased,no,Mouse,Mice,yes
30731321,FN,mir-10a,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30731321,FN,mir-10a,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30891766,FN,IL4,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30912140,FN,CTNNB1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30912140,FP,NONE,β-catenin,no,NONE,Not stated,no,NONE,Increased,no,NONE,Mice,no
30944169,FN,mir-204,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30944169,FN,mir-204,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
30944169,FN,mir-204,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
30972197,TP,DNMT3B,Dnmt3b,yes,Surgical,Not stated,abstain,Detrimental,Increased,yes,Mouse,Mice,yes
30972197,TP,DNMT3B,Dnmt3b,yes,MIA,Not stated,abstain,Protective,Not stated,abstain,Mouse,Mice,yes
31084709,FN,FCER1A,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31084709,FN,MCL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31108241,FN,CXCR4,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31108241,FP,NONE,SDF-1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31108241,FP,NONE,SDF-1,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31113964,TP,RUNX1,Runx1,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
31119776,TP,PRG4,Prg4,yes,Ageing,Not stated,abstain,Detrimental,Not stated,abstain,Mouse,Mice,yes
31160553,FN,mir-140,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,FN,WWP2,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,FN,WWP2,MISSED,no,Surgical,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31160553,FN,WWP2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31307784,FN,CDK9,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31424112,TP,CCL2,CCL2,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Ageing,Spontaneous,yes,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCL2,CCL2,yes,Surgical,Spontaneous,no,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Ageing,Spontaneous,yes,No effect,Decreased,no,Mouse,Mice,yes
31424112,TP,CCR2,CCR2,yes,Surgical,Spontaneous,no,Protective,Decreased,yes,Mouse,Mice,yes
31482846,FN,PTCH1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31496660,FN,SOX9,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31511053,FN,ATF6,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
31511053,FP,NONE,Atf6α,no,NONE,Surgical,no,NONE,No Change,no,NONE,Mice,no
31511053,FP,NONE,Tg<cog>,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31586040,FN,mir-455,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31608494,TP,SMO,Smo,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31608494,TP,SMO,Smo,yes,Surgical,Surgical,yes,Protective,Decreased,yes,Mouse,Mice,yes
31634652,FN,NELL1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FN,TNKS2,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31653858,FP,NONE,Tankyrase,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31653858,FP,NONE,Tankyrase,no,NONE,Not stated,no,NONE,Not stated,no,NONE,Mice,no
31673109,FN,TGFB1I1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31673109,FP,NONE,Hic-5,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
31735552,FN,KAT2B,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
31735552,FP,NONE,PCAF,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
31742919,FN,NCAM1,MISSED,no,MIA,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31742919,FP,NONE,NCAM,no,NONE,Chemical,no,NONE,Increased,no,NONE,Mice,no
31742919,FP,NONE,NCAM,no,NONE,Chemical,no,NONE,Decreased,no,NONE,Rats,no
31841119,FN,F2RL1,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Rat,MISSED,no
31841119,FP,NONE,PAR2,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Rats,no
31901095,FN,FGF2,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31901095,FP,NONE,FGFR,no,NONE,Not stated,no,NONE,Decreased,no,NONE,Mice,no
31980519,FN,FOXO1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO1,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO1,MISSED,no,Exercise,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO3,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO3,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO3,MISSED,no,Exercise,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO4,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO4,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
31980519,FN,FOXO4,MISSED,no,Exercise,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32162789,TP,DCN,Dcn,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32162789,TP,DCN,Dcn,yes,Surgical,Surgical,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32208385,FN,PDGFB,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32208385,FN,PDGFB,MISSED,no,Ageing,MISSED,no,Detrimental,MISSED,no,Mouse,MISSED,no
32208385,FP,NONE,PDGF-BB,no,NONE,Surgical,no,NONE,Decreased,no,NONE,Mice,no
32208385,FP,NONE,PDGF-BB,no,NONE,Transgenic,no,NONE,Increased,no,NONE,Mice,no
32269734,TP,SOX9,Sox9,yes,Ageing,Spontaneous,yes,Detrimental,Increased,yes,Mouse,Mice,yes
32335541,FN,mir-375,MISSED,no,Surgical,MISSED,no,Protective,MISSED,no,Mouse,MISSED,no
32339698,FN,CRY1,MISSED,no,Surgical,MISSED,no,No effect,MISSED,no,Mouse,MISSED,no
32339698,TP,CRY2,Cry2,yes,Surgical,Experimental,no,Detrimental,Increased,yes,Mouse,Mice,yes
